,phenomenon_number,phenomenon_name,phenomenon_type,arg1_premise1,arg1_premise2,arg1_premise3,arg1_conclusion,arg2_premise1,arg2_premise2,arg2_premise3,arg2_conclusion
1324,7,Premise Monotonicity,Specific,robin,canary,stork,crow,robin,canary,,crow
1325,7,Premise Monotonicity,Specific,turkey,penguin,chickadee,heron,turkey,penguin,,heron
1326,7,Premise Monotonicity,Specific,spider,ant,bumblebee,leech,spider,ant,,leech
1327,7,Premise Monotonicity,Specific,frog,blindworm,crocodile,toad,frog,blindworm,,toad
1328,7,Premise Monotonicity,Specific,ostrich,turkey,dove,penguin,ostrich,turkey,,penguin
1329,7,Premise Monotonicity,Specific,dolphin,whale,carp,squid,dolphin,whale,,squid
1330,7,Premise Monotonicity,Specific,penguin,chickadee,turkey,blackbird,penguin,chickadee,,blackbird
1331,7,Premise Monotonicity,Specific,hedgehog,squirrel,wolf,rabbit,hedgehog,squirrel,,rabbit
1332,7,Premise Monotonicity,Specific,blindworm,lizard,boa,alligator,blindworm,lizard,,alligator
1333,7,Premise Monotonicity,Specific,gecko,iguana,blindworm,snake,gecko,iguana,,snake
1334,7,Premise Monotonicity,Specific,tortoise,alligator,boa,gecko,tortoise,alligator,,gecko
1335,7,Premise Monotonicity,Specific,caiman,alligator,boa,chameleon,caiman,alligator,,chameleon
1336,7,Premise Monotonicity,Specific,turtle,crocodile,viper,tortoise,turtle,crocodile,,tortoise
1337,7,Premise Monotonicity,Specific,hippopotamus,elephant,mouse,sheep,hippopotamus,elephant,,sheep
1338,7,Premise Monotonicity,Specific,flee,cricket,mosquito,earwig,flee,cricket,,earwig
1339,7,Premise Monotonicity,Specific,cricket,ant,wasp,grasshopper,cricket,ant,,grasshopper
1340,7,Premise Monotonicity,Specific,worm,louse,butterfly,cockroach,worm,louse,,cockroach
1341,7,Premise Monotonicity,Specific,eagle,heron,sparrow,rooster,eagle,heron,,rooster
1342,7,Premise Monotonicity,Specific,blindworm,chameleon,cobra,caiman,blindworm,chameleon,,caiman
1343,7,Premise Monotonicity,Specific,blindworm,chameleon,cobra,gecko,blindworm,chameleon,,gecko
1344,7,Premise Monotonicity,Specific,caterpillar,beetle,fruit fly,grasshopper,caterpillar,beetle,,grasshopper
1345,7,Premise Monotonicity,Specific,ladybug,louse,mosquito,caterpillar,ladybug,louse,,caterpillar
1346,7,Premise Monotonicity,Specific,cricket,caterpillar,fruit fly,wood louse,cricket,caterpillar,,wood louse
1347,7,Premise Monotonicity,Specific,alligator,turtle,cobra,crocodile,alligator,turtle,,crocodile
1348,7,Premise Monotonicity,Specific,alligator,turtle,python,lizard,alligator,turtle,,lizard
1349,7,Premise Monotonicity,Specific,turtle,alligator,cobra,tortoise,turtle,alligator,,tortoise
1350,7,Premise Monotonicity,Specific,cockroach,beetle,bumblebee,caterpillar,cockroach,beetle,,caterpillar
1351,7,Premise Monotonicity,Specific,caiman,lizard,boa,tortoise,caiman,lizard,,tortoise
1352,7,Premise Monotonicity,Specific,lizard,caiman,boa,tortoise,lizard,caiman,,tortoise
1353,7,Premise Monotonicity,Specific,swordfish,squid,salmon,dolphin,swordfish,squid,,dolphin
1354,7,Premise Monotonicity,Specific,stork,peacock,sparrow,pheasant,stork,peacock,,pheasant
1355,7,Premise Monotonicity,Specific,boa,gecko,chameleon,blindworm,boa,gecko,,blindworm
1356,7,Premise Monotonicity,Specific,sardine,plaice,squid,sperm whale,sardine,plaice,,sperm whale
1357,7,Premise Monotonicity,Specific,spider,louse,fruit fly,wood louse,spider,louse,,wood louse
1358,7,Premise Monotonicity,Specific,python,blindworm,monitor lizard,lizard,python,blindworm,,lizard
1359,7,Premise Monotonicity,Specific,boa,turtle,toad,gecko,boa,turtle,,gecko
1360,7,Premise Monotonicity,Specific,wood louse,centipede,fruit fly,caterpillar,wood louse,centipede,,caterpillar
1361,7,Premise Monotonicity,Specific,monitor lizard,iguana,viper,gecko,monitor lizard,iguana,,gecko
1362,7,Premise Monotonicity,Specific,louse,fruit fly,centipede,cricket,louse,fruit fly,,cricket
1363,7,Premise Monotonicity,Specific,cockchafer,caterpillar,bumblebee,louse,cockchafer,caterpillar,,louse
1364,7,Premise Monotonicity,Specific,cricket,beetle,fruit fly,grasshopper,cricket,beetle,,grasshopper
1365,7,Premise Monotonicity,Specific,louse,beetle,wasp,cockroach,louse,beetle,,cockroach
1366,7,Premise Monotonicity,Specific,viper,gecko,chameleon,toad,viper,gecko,,toad
1367,7,Premise Monotonicity,Specific,eagle,heron,dove,pelican,eagle,heron,,pelican
1368,7,Premise Monotonicity,Specific,alligator,chameleon,cobra,monitor lizard,alligator,chameleon,,monitor lizard
1369,7,Premise Monotonicity,Specific,frog,iguana,viper,crocodile,frog,iguana,,crocodile
1370,7,Premise Monotonicity,Specific,monitor lizard,alligator,cobra,turtle,monitor lizard,alligator,,turtle
1371,7,Premise Monotonicity,Specific,iguana,tortoise,viper,gecko,iguana,tortoise,,gecko
1372,7,Premise Monotonicity,Specific,sperm whale,eel,trout,orca,sperm whale,eel,,orca
1373,7,Premise Monotonicity,Specific,shark,orca,carp,whale,shark,orca,,whale
1374,7,Premise Monotonicity,Specific,python,crocodile,frog,salamander,python,crocodile,,salamander
1375,7,Premise Monotonicity,Specific,eel,sardine,squid,whale,eel,sardine,,whale
1376,7,Premise Monotonicity,Specific,boa,snake,alligator,python,boa,snake,,python
1377,7,Premise Monotonicity,Specific,flatfish,sardine,orca,salmon,flatfish,sardine,,salmon
1378,7,Premise Monotonicity,Specific,crocodile,blindworm,salamander,caiman,crocodile,blindworm,,caiman
1379,7,Premise Monotonicity,Specific,sole,anchovy,orca,ray,sole,anchovy,,ray
1380,7,Premise Monotonicity,Specific,anchovy,piranha,whale,goldfish,anchovy,piranha,,goldfish
1381,7,Premise Monotonicity,Specific,blindworm,caiman,chameleon,viper,blindworm,caiman,,viper
1382,7,Premise Monotonicity,Specific,goldfish,piranha,whale,stickleback,goldfish,piranha,,stickleback
1383,7,Premise Monotonicity,Specific,wasp,fly,centipede,louse,wasp,fly,,louse
1384,7,Premise Monotonicity,Specific,ant,grasshopper,wasp,flee,ant,grasshopper,,flee
1385,7,Premise Monotonicity,Specific,blindworm,iguana,viper,crocodile,blindworm,iguana,,crocodile
1386,7,Premise Monotonicity,Specific,flee,centipede,bee,worm,flee,centipede,,worm
1387,7,Premise Monotonicity,Specific,eagle,ostrich,chicken,heron,eagle,ostrich,,heron
1388,7,Premise Monotonicity,Specific,hamster,wolf,horse,beaver,hamster,wolf,,beaver
1389,7,Premise Monotonicity,Specific,tortoise,viper,crocodile,boa,tortoise,viper,,boa
1390,7,Premise Monotonicity,Specific,elephant,hippopotamus,bat,cat,elephant,hippopotamus,,cat
1391,7,Premise Monotonicity,Specific,fly,butterfly,ladybug,cockroach,fly,butterfly,,cockroach
1392,7,Premise Monotonicity,Specific,fruit fly,bumblebee,cockroach,caterpillar,fruit fly,bumblebee,,caterpillar
1393,7,Premise Monotonicity,Specific,parakeet,penguin,turkey,robin,parakeet,penguin,,robin
1394,7,Premise Monotonicity,Specific,cobra,blindworm,turtle,salamander,cobra,blindworm,,salamander
1395,7,Premise Monotonicity,Specific,blackbird,robin,chicken,eagle,blackbird,robin,,eagle
1396,7,Premise Monotonicity,Specific,robin,blackbird,chicken,cuckoo,robin,blackbird,,cuckoo
1397,7,Premise Monotonicity,Specific,leech,earwig,wasp,caterpillar,leech,earwig,,caterpillar
1398,7,Premise Monotonicity,Specific,frog,toad,monitor lizard,alligator,frog,toad,,alligator
1399,7,Premise Monotonicity,Specific,swordfish,dolphin,carp,whale,swordfish,dolphin,,whale
1400,8,Premise-conclusion Asymmetry,Specific,pheasant,,,canary,canary,,,pheasant
1401,8,Premise-conclusion Asymmetry,Specific,wood louse,,,ladybug,ladybug,,,wood louse
1402,8,Premise-conclusion Asymmetry,Specific,stickleback,,,shark,shark,,,stickleback
1403,8,Premise-conclusion Asymmetry,Specific,gecko,,,dinosaur,dinosaur,,,gecko
1404,8,Premise-conclusion Asymmetry,Specific,boa,,,crocodile,crocodile,,,boa
1405,8,Premise-conclusion Asymmetry,Specific,heron,,,falcon,falcon,,,heron
1406,8,Premise-conclusion Asymmetry,Specific,dolphin,,,salmon,salmon,,,dolphin
1407,8,Premise-conclusion Asymmetry,Specific,monitor lizard,,,chameleon,chameleon,,,monitor lizard
1408,8,Premise-conclusion Asymmetry,Specific,boa,,,dinosaur,dinosaur,,,boa
1409,8,Premise-conclusion Asymmetry,Specific,rhinoceros,,,tiger,tiger,,,rhinoceros
1410,8,Premise-conclusion Asymmetry,Specific,snake,,,blindworm,blindworm,,,snake
1411,8,Premise-conclusion Asymmetry,Specific,monitor lizard,,,caiman,caiman,,,monitor lizard
1412,8,Premise-conclusion Asymmetry,Specific,mouse,,,wolf,wolf,,,mouse
1413,8,Premise-conclusion Asymmetry,Specific,turkey,,,peacock,peacock,,,turkey
1414,8,Premise-conclusion Asymmetry,Specific,centipede,,,cricket,cricket,,,centipede
1415,8,Premise-conclusion Asymmetry,Specific,leech,,,mosquito,mosquito,,,leech
1416,8,Premise-conclusion Asymmetry,Specific,hippopotamus,,,hedgehog,hedgehog,,,hippopotamus
1417,8,Premise-conclusion Asymmetry,Specific,alligator,,,python,python,,,alligator
1418,8,Premise-conclusion Asymmetry,Specific,rhinoceros,,,squirrel,squirrel,,,rhinoceros
1419,8,Premise-conclusion Asymmetry,Specific,mouse,,,hamster,hamster,,,mouse
1420,8,Premise-conclusion Asymmetry,Specific,horsefly,,,centipede,centipede,,,horsefly
1421,8,Premise-conclusion Asymmetry,Specific,spider,,,leech,leech,,,spider
1422,8,Premise-conclusion Asymmetry,Specific,dog,,,elephant,elephant,,,dog
1423,8,Premise-conclusion Asymmetry,Specific,ray,,,dolphin,dolphin,,,ray
1424,8,Premise-conclusion Asymmetry,Specific,hamster,,,monkey,monkey,,,hamster
1425,8,Premise-conclusion Asymmetry,Specific,crow,,,pheasant,pheasant,,,crow
1426,8,Premise-conclusion Asymmetry,Specific,squirrel,,,hamster,hamster,,,squirrel
1427,8,Premise-conclusion Asymmetry,Specific,dragonfly,,,moth,moth,,,dragonfly
1428,8,Premise-conclusion Asymmetry,Specific,zebra,,,elephant,elephant,,,zebra
1429,8,Premise-conclusion Asymmetry,Specific,swordfish,,,ray,ray,,,swordfish
1430,8,Premise-conclusion Asymmetry,Specific,dolphin,,,ray,ray,,,dolphin
1431,8,Premise-conclusion Asymmetry,Specific,cat,,,hamster,hamster,,,cat
1432,8,Premise-conclusion Asymmetry,Specific,mouse,,,elephant,elephant,,,mouse
1433,8,Premise-conclusion Asymmetry,Specific,swan,,,sparrow,sparrow,,,swan
1434,8,Premise-conclusion Asymmetry,Specific,goldfish,,,salmon,salmon,,,goldfish
1435,8,Premise-conclusion Asymmetry,Specific,herring,,,swordfish,swordfish,,,herring
1436,8,Premise-conclusion Asymmetry,Specific,turkey,,,canary,canary,,,turkey
1437,8,Premise-conclusion Asymmetry,Specific,monkey,,,dog,dog,,,monkey
1438,8,Premise-conclusion Asymmetry,Specific,parrot,,,swan,swan,,,parrot
1439,8,Premise-conclusion Asymmetry,Specific,cod,,,dolphin,dolphin,,,cod
1440,8,Premise-conclusion Asymmetry,Specific,chameleon,,,boa,boa,,,chameleon
1441,8,Premise-conclusion Asymmetry,Specific,dog,,,bison,bison,,,dog
1442,8,Premise-conclusion Asymmetry,Specific,parakeet,,,turkey,turkey,,,parakeet
1443,8,Premise-conclusion Asymmetry,Specific,ant,,,horsefly,horsefly,,,ant
1444,8,Premise-conclusion Asymmetry,Specific,sheep,,,kangaroo,kangaroo,,,sheep
1445,8,Premise-conclusion Asymmetry,Specific,wood louse,,,louse,louse,,,wood louse
1446,8,Premise-conclusion Asymmetry,Specific,rhinoceros,,,fox,fox,,,rhinoceros
1447,8,Premise-conclusion Asymmetry,Specific,whale,,,flatfish,flatfish,,,whale
1448,8,Premise-conclusion Asymmetry,Specific,deer,,,bat,bat,,,deer
1449,8,Premise-conclusion Asymmetry,Specific,hedgehog,,,sheep,sheep,,,hedgehog
1450,8,Premise-conclusion Asymmetry,Specific,salamander,,,iguana,iguana,,,salamander
1451,8,Premise-conclusion Asymmetry,Specific,blindworm,,,chameleon,chameleon,,,blindworm
1452,8,Premise-conclusion Asymmetry,Specific,elephant,,,fox,fox,,,elephant
1453,8,Premise-conclusion Asymmetry,Specific,carp,,,orca,orca,,,carp
1454,8,Premise-conclusion Asymmetry,Specific,eagle,,,stork,stork,,,eagle
1455,8,Premise-conclusion Asymmetry,Specific,zebra,,,horse,horse,,,zebra
1456,8,Premise-conclusion Asymmetry,Specific,woodpecker,,,rooster,rooster,,,woodpecker
1457,8,Premise-conclusion Asymmetry,Specific,wolf,,,hamster,hamster,,,wolf
1458,8,Premise-conclusion Asymmetry,Specific,hamster,,,zebra,zebra,,,hamster
1459,8,Premise-conclusion Asymmetry,Specific,duck,,,parrot,parrot,,,duck
1460,8,Premise-conclusion Asymmetry,Specific,magpie,,,sparrow,sparrow,,,magpie
1461,8,Premise-conclusion Asymmetry,Specific,deer,,,dog,dog,,,deer
1462,8,Premise-conclusion Asymmetry,Specific,boa,,,monitor lizard,monitor lizard,,,boa
1463,8,Premise-conclusion Asymmetry,Specific,caterpillar,,,grasshopper,grasshopper,,,caterpillar
1464,8,Premise-conclusion Asymmetry,Specific,squirrel,,,rabbit,rabbit,,,squirrel
1465,8,Premise-conclusion Asymmetry,Specific,sparrow,,,pelican,pelican,,,sparrow
1466,8,Premise-conclusion Asymmetry,Specific,ostrich,,,woodpecker,woodpecker,,,ostrich
1467,8,Premise-conclusion Asymmetry,Specific,tortoise,,,chameleon,chameleon,,,tortoise
1468,8,Premise-conclusion Asymmetry,Specific,pig,,,lion,lion,,,pig
1469,8,Premise-conclusion Asymmetry,Specific,robin,,,swan,swan,,,robin
1470,8,Premise-conclusion Asymmetry,Specific,trout,,,anchovy,anchovy,,,trout
1471,8,Premise-conclusion Asymmetry,Specific,tortoise,,,monitor lizard,monitor lizard,,,tortoise
1472,8,Premise-conclusion Asymmetry,Specific,anchovy,,,sole,sole,,,anchovy
1473,8,Premise-conclusion Asymmetry,Specific,sheep,,,hedgehog,hedgehog,,,sheep
1474,8,Premise-conclusion Asymmetry,Specific,beetle,,,dragonfly,dragonfly,,,beetle
1475,8,Premise-conclusion Asymmetry,Specific,dove,,,chickadee,chickadee,,,dove
1476,8,Premise-conclusion Asymmetry,Specific,tiger,,,wolf,wolf,,,tiger
1477,8,Premise-conclusion Asymmetry,Specific,elephant,,,cat,cat,,,elephant
1478,8,Premise-conclusion Asymmetry,Specific,ray,,,eel,eel,,,ray
1479,8,Premise-conclusion Asymmetry,Specific,shark,,,stickleback,stickleback,,,shark
1480,8,Premise-conclusion Asymmetry,Specific,louse,,,cockchafer,cockchafer,,,louse
1481,8,Premise-conclusion Asymmetry,Specific,leech,,,wood louse,wood louse,,,leech
1482,8,Premise-conclusion Asymmetry,Specific,mosquito,,,cricket,cricket,,,mosquito
1483,8,Premise-conclusion Asymmetry,Specific,penguin,,,rooster,rooster,,,penguin
1484,8,Premise-conclusion Asymmetry,Specific,swallow,,,stork,stork,,,swallow
1485,8,Premise-conclusion Asymmetry,Specific,blindworm,,,boa,boa,,,blindworm
1486,8,Premise-conclusion Asymmetry,Specific,cobra,,,chameleon,chameleon,,,cobra
1487,8,Premise-conclusion Asymmetry,Specific,goldfish,,,carp,carp,,,goldfish
1488,8,Premise-conclusion Asymmetry,Specific,seagull,,,sparrow,sparrow,,,seagull
1489,8,Premise-conclusion Asymmetry,Specific,gecko,,,frog,frog,,,gecko
1490,8,Premise-conclusion Asymmetry,Specific,toad,,,salamander,salamander,,,toad
1491,8,Premise-conclusion Asymmetry,Specific,cobra,,,snake,snake,,,cobra
1492,8,Premise-conclusion Asymmetry,Specific,leech,,,flee,flee,,,leech
1493,8,Premise-conclusion Asymmetry,Specific,python,,,cobra,cobra,,,python
1494,8,Premise-conclusion Asymmetry,Specific,hedgehog,,,giraffe,giraffe,,,hedgehog
1495,8,Premise-conclusion Asymmetry,Specific,chickadee,,,rooster,rooster,,,chickadee
1496,8,Premise-conclusion Asymmetry,Specific,grasshopper,,,fruit fly,fruit fly,,,grasshopper
1497,8,Premise-conclusion Asymmetry,Specific,whale,,,swordfish,swordfish,,,whale
1498,8,Premise-conclusion Asymmetry,Specific,piranha,,,sole,sole,,,piranha
1499,8,Premise-conclusion Asymmetry,Specific,stork,,,duck,duck,,,stork
1500,8,Premise-conclusion Asymmetry,Specific,heron,,,swallow,swallow,,,heron
1501,8,Premise-conclusion Asymmetry,Specific,plaice,,,trout,trout,,,plaice
1502,8,Premise-conclusion Asymmetry,Specific,moth,,,butterfly,butterfly,,,moth
1503,8,Premise-conclusion Asymmetry,Specific,tortoise,,,frog,frog,,,tortoise
1504,8,Premise-conclusion Asymmetry,Specific,fruit fly,,,wasp,wasp,,,fruit fly
1505,8,Premise-conclusion Asymmetry,Specific,snake,,,toad,toad,,,snake
1506,8,Premise-conclusion Asymmetry,Specific,monitor lizard,,,gecko,gecko,,,monitor lizard
1507,8,Premise-conclusion Asymmetry,Specific,chameleon,,,alligator,alligator,,,chameleon
1508,8,Premise-conclusion Asymmetry,Specific,seagull,,,chickadee,chickadee,,,seagull
1509,8,Premise-conclusion Asymmetry,Specific,toad,,,snake,snake,,,toad
1510,8,Premise-conclusion Asymmetry,Specific,fox,,,lion,lion,,,fox
1511,8,Premise-conclusion Asymmetry,Specific,cuckoo,,,pheasant,pheasant,,,cuckoo
1512,8,Premise-conclusion Asymmetry,Specific,dromedary,,,fox,fox,,,dromedary
1513,8,Premise-conclusion Asymmetry,Specific,blackbird,,,chicken,chicken,,,blackbird
1514,8,Premise-conclusion Asymmetry,Specific,cod,,,sperm whale,sperm whale,,,cod
1515,8,Premise-conclusion Asymmetry,Specific,deer,,,pig,pig,,,deer
1516,8,Premise-conclusion Asymmetry,Specific,herring,,,dolphin,dolphin,,,herring
1517,8,Premise-conclusion Asymmetry,Specific,chicken,,,chickadee,chickadee,,,chicken
1518,8,Premise-conclusion Asymmetry,Specific,peacock,,,sparrow,sparrow,,,peacock
1519,8,Premise-conclusion Asymmetry,Specific,cat,,,hippopotamus,hippopotamus,,,cat
1520,8,Premise-conclusion Asymmetry,Specific,flatfish,,,cod,cod,,,flatfish
1521,8,Premise-conclusion Asymmetry,Specific,cod,,,goldfish,goldfish,,,cod
1522,8,Premise-conclusion Asymmetry,Specific,cricket,,,leech,leech,,,cricket
1523,8,Premise-conclusion Asymmetry,Specific,swan,,,duck,duck,,,swan
1524,8,Premise-conclusion Asymmetry,Specific,turkey,,,cuckoo,cuckoo,,,turkey
1525,8,Premise-conclusion Asymmetry,Specific,plaice,,,salmon,salmon,,,plaice
1526,8,Premise-conclusion Asymmetry,Specific,salamander,,,frog,frog,,,salamander
1527,8,Premise-conclusion Asymmetry,Specific,beetle,,,cockchafer,cockchafer,,,beetle
1528,8,Premise-conclusion Asymmetry,Specific,hedgehog,,,bison,bison,,,hedgehog
1529,8,Premise-conclusion Asymmetry,Specific,heron,,,woodpecker,woodpecker,,,heron
1530,8,Premise-conclusion Asymmetry,Specific,piranha,,,squid,squid,,,piranha
1531,8,Premise-conclusion Asymmetry,Specific,sparrow,,,peacock,peacock,,,sparrow
1532,8,Premise-conclusion Asymmetry,Specific,salamander,,,alligator,alligator,,,salamander
1533,8,Premise-conclusion Asymmetry,Specific,boa,,,iguana,iguana,,,boa
1534,8,Premise-conclusion Asymmetry,Specific,trout,,,herring,herring,,,trout
1535,8,Premise-conclusion Asymmetry,Specific,bat,,,horse,horse,,,bat
1536,8,Premise-conclusion Asymmetry,Specific,tortoise,,,python,python,,,tortoise
1537,8,Premise-conclusion Asymmetry,Specific,squirrel,,,horse,horse,,,squirrel
1538,8,Premise-conclusion Asymmetry,Specific,giraffe,,,deer,deer,,,giraffe
1539,8,Premise-conclusion Asymmetry,Specific,pig,,,zebra,zebra,,,pig
1540,8,Premise-conclusion Asymmetry,Specific,parakeet,,,parrot,parrot,,,parakeet
1541,8,Premise-conclusion Asymmetry,Specific,dove,,,parrot,parrot,,,dove
1542,8,Premise-conclusion Asymmetry,Specific,cow,,,hamster,hamster,,,cow
1543,8,Premise-conclusion Asymmetry,Specific,tortoise,,,iguana,iguana,,,tortoise
1544,8,Premise-conclusion Asymmetry,Specific,louse,,,fruit fly,fruit fly,,,louse
1545,8,Premise-conclusion Asymmetry,Specific,falcon,,,chicken,chicken,,,falcon
1546,8,Premise-conclusion Asymmetry,Specific,trout,,,sperm whale,sperm whale,,,trout
1547,8,Premise-conclusion Asymmetry,Specific,donkey,,,cow,cow,,,donkey
1548,8,Premise-conclusion Asymmetry,Specific,stork,,,owl,owl,,,stork
1549,8,Premise-conclusion Asymmetry,Specific,viper,,,tortoise,tortoise,,,viper
1550,8,Premise-conclusion Asymmetry,Specific,orca,,,sardine,sardine,,,orca
1551,8,Premise-conclusion Asymmetry,Specific,owl,,,duck,duck,,,owl
1552,8,Premise-conclusion Asymmetry,Specific,hedgehog,,,hamster,hamster,,,hedgehog
1553,8,Premise-conclusion Asymmetry,Specific,gecko,,,turtle,turtle,,,gecko
1554,8,Premise-conclusion Asymmetry,Specific,dinosaur,,,cobra,cobra,,,dinosaur
1555,8,Premise-conclusion Asymmetry,Specific,bumblebee,,,centipede,centipede,,,bumblebee
1556,8,Premise-conclusion Asymmetry,Specific,dolphin,,,flatfish,flatfish,,,dolphin
1557,8,Premise-conclusion Asymmetry,Specific,trout,,,stickleback,stickleback,,,trout
1558,8,Premise-conclusion Asymmetry,Specific,trout,,,orca,orca,,,trout
1559,8,Premise-conclusion Asymmetry,Specific,magpie,,,robin,robin,,,magpie
1560,8,Premise-conclusion Asymmetry,Specific,lion,,,polar bear,polar bear,,,lion
1561,8,Premise-conclusion Asymmetry,Specific,bison,,,dog,dog,,,bison
1562,8,Premise-conclusion Asymmetry,Specific,whale,,,orca,orca,,,whale
1563,8,Premise-conclusion Asymmetry,Specific,hamster,,,beaver,beaver,,,hamster
1564,8,Premise-conclusion Asymmetry,Specific,rabbit,,,wolf,wolf,,,rabbit
1565,8,Premise-conclusion Asymmetry,Specific,frog,,,dinosaur,dinosaur,,,frog
1566,8,Premise-conclusion Asymmetry,Specific,pelican,,,rooster,rooster,,,pelican
1567,8,Premise-conclusion Asymmetry,Specific,swordfish,,,eel,eel,,,swordfish
1568,8,Premise-conclusion Asymmetry,Specific,turkey,,,chickadee,chickadee,,,turkey
1569,8,Premise-conclusion Asymmetry,Specific,caiman,,,crocodile,crocodile,,,caiman
1570,8,Premise-conclusion Asymmetry,Specific,falcon,,,ostrich,ostrich,,,falcon
1571,8,Premise-conclusion Asymmetry,Specific,deer,,,hippopotamus,hippopotamus,,,deer
1572,8,Premise-conclusion Asymmetry,Specific,squirrel,,,hippopotamus,hippopotamus,,,squirrel
1573,8,Premise-conclusion Asymmetry,Specific,horse,,,kangaroo,kangaroo,,,horse
1574,8,Premise-conclusion Asymmetry,Specific,whale,,,anchovy,anchovy,,,whale
1575,8,Premise-conclusion Asymmetry,Specific,hamster,,,donkey,donkey,,,hamster
1576,8,Premise-conclusion Asymmetry,Specific,polar bear,,,lion,lion,,,polar bear
1577,8,Premise-conclusion Asymmetry,Specific,flee,,,wasp,wasp,,,flee
1578,8,Premise-conclusion Asymmetry,Specific,cricket,,,wood louse,wood louse,,,cricket
1579,8,Premise-conclusion Asymmetry,Specific,lion,,,giraffe,giraffe,,,lion
1580,8,Premise-conclusion Asymmetry,Specific,sheep,,,dog,dog,,,sheep
1581,8,Premise-conclusion Asymmetry,Specific,whale,,,carp,carp,,,whale
1582,8,Premise-conclusion Asymmetry,Specific,pig,,,bison,bison,,,pig
1583,8,Premise-conclusion Asymmetry,Specific,sparrow,,,crow,crow,,,sparrow
1584,8,Premise-conclusion Asymmetry,Specific,snake,,,python,python,,,snake
1585,8,Premise-conclusion Asymmetry,Specific,herring,,,salmon,salmon,,,herring
1586,8,Premise-conclusion Asymmetry,Specific,parrot,,,chicken,chicken,,,parrot
1587,8,Premise-conclusion Asymmetry,Specific,woodpecker,,,dove,dove,,,woodpecker
1588,8,Premise-conclusion Asymmetry,Specific,seagull,,,vulture,vulture,,,seagull
1589,8,Premise-conclusion Asymmetry,Specific,frog,,,gecko,gecko,,,frog
1590,8,Premise-conclusion Asymmetry,Specific,llama,,,zebra,zebra,,,llama
1591,8,Premise-conclusion Asymmetry,Specific,tiger,,,donkey,donkey,,,tiger
1592,8,Premise-conclusion Asymmetry,Specific,blindworm,,,gecko,gecko,,,blindworm
1593,8,Premise-conclusion Asymmetry,Specific,canary,,,duck,duck,,,canary
1594,8,Premise-conclusion Asymmetry,Specific,kangaroo,,,tiger,tiger,,,kangaroo
1595,8,Premise-conclusion Asymmetry,Specific,cobra,,,dinosaur,dinosaur,,,cobra
1596,8,Premise-conclusion Asymmetry,Specific,mouse,,,llama,llama,,,mouse
1597,8,Premise-conclusion Asymmetry,Specific,blackbird,,,swan,swan,,,blackbird
1598,8,Premise-conclusion Asymmetry,Specific,plaice,,,whale,whale,,,plaice
1599,8,Premise-conclusion Asymmetry,Specific,ray,,,stickleback,stickleback,,,ray
1600,9,Nonmonotonicity-general,Mixed,cricket,bee,,pheasant,cricket,bee,wolf,pheasant
1601,9,Nonmonotonicity-general,Mixed,eagle,dove,,pheasant,eagle,dove,crocodile,pheasant
1602,9,Nonmonotonicity-general,Mixed,hippopotamus,hedgehog,,pheasant,hippopotamus,hedgehog,chameleon,pheasant
1603,9,Nonmonotonicity-general,Mixed,eel,squid,,pheasant,eel,squid,turtle,pheasant
1604,9,Nonmonotonicity-general,Mixed,moth,fly,,pheasant,moth,fly,sheep,pheasant
1605,9,Nonmonotonicity-general,Mixed,whale,anchovy,,pheasant,whale,anchovy,giraffe,pheasant
1606,9,Nonmonotonicity-general,Mixed,pike,whale,,pheasant,pike,whale,fruit fly,pheasant
1607,9,Nonmonotonicity-general,Mixed,leech,cockchafer,,pheasant,leech,cockchafer,ray,pheasant
1608,9,Nonmonotonicity-general,Mixed,monitor lizard,gecko,,pheasant,monitor lizard,gecko,flatfish,pheasant
1609,9,Nonmonotonicity-general,Mixed,lizard,crocodile,,pheasant,lizard,crocodile,beetle,pheasant
1610,9,Nonmonotonicity-general,Mixed,beaver,kangaroo,,pheasant,beaver,kangaroo,spider,pheasant
1611,9,Nonmonotonicity-general,Mixed,fox,cow,,pheasant,fox,cow,grasshopper,pheasant
1612,9,Nonmonotonicity-general,Mixed,sheep,elephant,,pheasant,sheep,elephant,iguana,pheasant
1613,9,Nonmonotonicity-general,Mixed,beetle,cockroach,,pheasant,beetle,cockroach,rabbit,pheasant
1614,9,Nonmonotonicity-general,Mixed,butterfly,wood louse,,pheasant,butterfly,wood louse,ostrich,pheasant
1615,9,Nonmonotonicity-general,Mixed,cuckoo,pelican,,pheasant,cuckoo,pelican,sardine,pheasant
1616,9,Nonmonotonicity-general,Mixed,butterfly,dragonfly,,pheasant,butterfly,dragonfly,toad,pheasant
1617,9,Nonmonotonicity-general,Mixed,cuckoo,stork,,pheasant,cuckoo,stork,cobra,pheasant
1618,9,Nonmonotonicity-general,Mixed,ladybug,leech,,pheasant,ladybug,leech,pig,pheasant
1619,9,Nonmonotonicity-general,Mixed,horsefly,flee,,pheasant,horsefly,flee,falcon,pheasant
1620,9,Nonmonotonicity-general,Mixed,cat,bat,,pheasant,cat,bat,sardine,pheasant
1621,9,Nonmonotonicity-general,Mixed,pike,cod,,pheasant,pike,cod,salamander,pheasant
1622,9,Nonmonotonicity-general,Mixed,donkey,rhinoceros,,pheasant,donkey,rhinoceros,ladybug,pheasant
